,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
1894,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-26,0,0,0
1895,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-27,0,0,0
1896,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-28,0,0,0
1897,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-29,0,0,0
1898,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-30,0,0,0
1899,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-31,0,0,0
1900,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-01,0,0,0
1901,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-02,0,0,0
1902,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-03,0,0,0
1903,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-04,0,0,0
1904,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-05,0,0,0
1905,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-06,0,0,0
1906,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-07,0,0,0
1907,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-08,0,0,0
1908,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-09,0,0,0
1909,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-10,0,0,0
1910,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-11,0,0,0
1911,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-12,0,0,0
1912,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-13,0,0,0
1913,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-14,0,0,0
1914,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-15,0,0,0
1915,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-16,0,0,0
1916,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-17,0,0,0
1917,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-18,0,0,0
1918,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-19,0,0,0
1919,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-20,0,0,0
1920,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-21,0,0,0
1921,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-22,0,0,0
1922,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-23,0,0,0
1923,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-24,0,0,0
1924,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-25,0,0,0
1925,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-26,0,0,0
1926,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-27,0,0,0
1927,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-28,0,0,0
1928,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-29,0,0,0
1929,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-01,0,0,0
1930,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-02,0,0,0
1931,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-03,0,0,0
1932,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-04,0,0,0
1933,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-05,2,0,0
1934,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-06,2,0,0
1935,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-07,3,0,0
1936,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-08,3,0,0
1937,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-09,3,0,0
1938,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-10,5,0,0
1939,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-11,7,0,0
1940,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-12,11,0,0
1941,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-13,13,0,0
1942,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-14,18,0,0
1943,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-15,24,0,0
1944,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-16,25,0,0
1945,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-17,26,0,2
1946,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-18,38,0,2
1947,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-19,63,0,2
1948,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-20,89,0,2
1949,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-21,93,1,2
1950,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-22,126,1,2
1951,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-23,136,1,2
1952,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-24,166,3,2
1953,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-25,176,3,2
1954,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-26,191,3,2
1955,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-27,237,4,5
1956,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-28,258,5,5
1957,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-29,323,6,8
1958,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-30,368,10,17
1959,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-31,420,13,17
1960,,Brazil,-14.235,-51.9253,2020-01-22,0,0,0
1961,,Brazil,-14.235,-51.9253,2020-01-23,0,0,0
1962,,Brazil,-14.235,-51.9253,2020-01-24,0,0,0
1963,,Brazil,-14.235,-51.9253,2020-01-25,0,0,0
1964,,Brazil,-14.235,-51.9253,2020-01-26,0,0,0
1965,,Brazil,-14.235,-51.9253,2020-01-27,0,0,0
1966,,Brazil,-14.235,-51.9253,2020-01-28,0,0,0
1967,,Brazil,-14.235,-51.9253,2020-01-29,0,0,0
1968,,Brazil,-14.235,-51.9253,2020-01-30,0,0,0
1969,,Brazil,-14.235,-51.9253,2020-01-31,0,0,0
1970,,Brazil,-14.235,-51.9253,2020-02-01,0,0,0
1971,,Brazil,-14.235,-51.9253,2020-02-02,0,0,0
1972,,Brazil,-14.235,-51.9253,2020-02-03,0,0,0
1973,,Brazil,-14.235,-51.9253,2020-02-04,0,0,0
1974,,Brazil,-14.235,-51.9253,2020-02-05,0,0,0
1975,,Brazil,-14.235,-51.9253,2020-02-06,0,0,0
1976,,Brazil,-14.235,-51.9253,2020-02-07,0,0,0
1977,,Brazil,-14.235,-51.9253,2020-02-08,0,0,0
1978,,Brazil,-14.235,-51.9253,2020-02-09,0,0,0
1979,,Brazil,-14.235,-51.9253,2020-02-10,0,0,0
1980,,Brazil,-14.235,-51.9253,2020-02-11,0,0,0
1981,,Brazil,-14.235,-51.9253,2020-02-12,0,0,0
1982,,Brazil,-14.235,-51.9253,2020-02-13,0,0,0
1983,,Brazil,-14.235,-51.9253,2020-02-14,0,0,0
1984,,Brazil,-14.235,-51.9253,2020-02-15,0,0,0
1985,,Brazil,-14.235,-51.9253,2020-02-16,0,0,0
1986,,Brazil,-14.235,-51.9253,2020-02-17,0,0,0
1987,,Brazil,-14.235,-51.9253,2020-02-18,0,0,0
1988,,Brazil,-14.235,-51.9253,2020-02-19,0,0,0
1989,,Brazil,-14.235,-51.9253,2020-02-20,0,0,0
1990,,Brazil,-14.235,-51.9253,2020-02-21,0,0,0
1991,,Brazil,-14.235,-51.9253,2020-02-22,0,0,0
1992,,Brazil,-14.235,-51.9253,2020-02-23,0,0,0
1993,,Brazil,-14.235,-51.9253,2020-02-24,0,0,0
1994,,Brazil,-14.235,-51.9253,2020-02-25,0,0,0
1995,,Brazil,-14.235,-51.9253,2020-02-26,1,0,0
1996,,Brazil,-14.235,-51.9253,2020-02-27,1,0,0
1997,,Brazil,-14.235,-51.9253,2020-02-28,1,0,0
1998,,Brazil,-14.235,-51.9253,2020-02-29,2,0,0
1999,,Brazil,-14.235,-51.9253,2020-03-01,2,0,0
2000,,Brazil,-14.235,-51.9253,2020-03-02,2,0,0
2001,,Brazil,-14.235,-51.9253,2020-03-03,2,0,0
2002,,Brazil,-14.235,-51.9253,2020-03-04,4,0,0
2003,,Brazil,-14.235,-51.9253,2020-03-05,4,0,0
2004,,Brazil,-14.235,-51.9253,2020-03-06,13,0,0
2005,,Brazil,-14.235,-51.9253,2020-03-07,13,0,0
2006,,Brazil,-14.235,-51.9253,2020-03-08,20,0,0
2007,,Brazil,-14.235,-51.9253,2020-03-09,25,0,0
2008,,Brazil,-14.235,-51.9253,2020-03-10,31,0,0
2009,,Brazil,-14.235,-51.9253,2020-03-11,38,0,0
2010,,Brazil,-14.235,-51.9253,2020-03-12,52,0,0
2011,,Brazil,-14.235,-51.9253,2020-03-13,151,0,0
2012,,Brazil,-14.235,-51.9253,2020-03-14,151,0,0
2013,,Brazil,-14.235,-51.9253,2020-03-15,162,0,0
2014,,Brazil,-14.235,-51.9253,2020-03-16,200,0,1
2015,,Brazil,-14.235,-51.9253,2020-03-17,321,1,2
2016,,Brazil,-14.235,-51.9253,2020-03-18,372,3,2
2017,,Brazil,-14.235,-51.9253,2020-03-19,621,6,2
2018,,Brazil,-14.235,-51.9253,2020-03-20,793,11,2
2019,,Brazil,-14.235,-51.9253,2020-03-21,1021,15,2
2020,,Brazil,-14.235,-51.9253,2020-03-22,1546,25,2
2021,,Brazil,-14.235,-51.9253,2020-03-23,1924,34,2
2022,,Brazil,-14.235,-51.9253,2020-03-24,2247,46,2
2023,,Brazil,-14.235,-51.9253,2020-03-25,2554,59,2
2024,,Brazil,-14.235,-51.9253,2020-03-26,2985,77,6
2025,,Brazil,-14.235,-51.9253,2020-03-27,3417,92,6
2026,,Brazil,-14.235,-51.9253,2020-03-28,3904,111,6
2027,,Brazil,-14.235,-51.9253,2020-03-29,4256,136,6
2028,,Brazil,-14.235,-51.9253,2020-03-30,4579,159,120
2029,,Brazil,-14.235,-51.9253,2020-03-31,5717,201,127
2030,,Brunei,4.5353,114.7277,2020-01-22,0,0,0
2031,,Brunei,4.5353,114.7277,2020-01-23,0,0,0
2032,,Brunei,4.5353,114.7277,2020-01-24,0,0,0
2033,,Brunei,4.5353,114.7277,2020-01-25,0,0,0
2034,,Brunei,4.5353,114.7277,2020-01-26,0,0,0
2035,,Brunei,4.5353,114.7277,2020-01-27,0,0,0
2036,,Brunei,4.5353,114.7277,2020-01-28,0,0,0
2037,,Brunei,4.5353,114.7277,2020-01-29,0,0,0
2038,,Brunei,4.5353,114.7277,2020-01-30,0,0,0
2039,,Brunei,4.5353,114.7277,2020-01-31,0,0,0
2040,,Brunei,4.5353,114.7277,2020-02-01,0,0,0
2041,,Brunei,4.5353,114.7277,2020-02-02,0,0,0
2042,,Brunei,4.5353,114.7277,2020-02-03,0,0,0
2043,,Brunei,4.5353,114.7277,2020-02-04,0,0,0
2044,,Brunei,4.5353,114.7277,2020-02-05,0,0,0
2045,,Brunei,4.5353,114.7277,2020-02-06,0,0,0
2046,,Brunei,4.5353,114.7277,2020-02-07,0,0,0
2047,,Brunei,4.5353,114.7277,2020-02-08,0,0,0
2048,,Brunei,4.5353,114.7277,2020-02-09,0,0,0
2049,,Brunei,4.5353,114.7277,2020-02-10,0,0,0
2050,,Brunei,4.5353,114.7277,2020-02-11,0,0,0
2051,,Brunei,4.5353,114.7277,2020-02-12,0,0,0
2052,,Brunei,4.5353,114.7277,2020-02-13,0,0,0
2053,,Brunei,4.5353,114.7277,2020-02-14,0,0,0
2054,,Brunei,4.5353,114.7277,2020-02-15,0,0,0
2055,,Brunei,4.5353,114.7277,2020-02-16,0,0,0
2056,,Brunei,4.5353,114.7277,2020-02-17,0,0,0
2057,,Brunei,4.5353,114.7277,2020-02-18,0,0,0
2058,,Brunei,4.5353,114.7277,2020-02-19,0,0,0
2059,,Brunei,4.5353,114.7277,2020-02-20,0,0,0
2060,,Brunei,4.5353,114.7277,2020-02-21,0,0,0
2061,,Brunei,4.5353,114.7277,2020-02-22,0,0,0
2062,,Brunei,4.5353,114.7277,2020-02-23,0,0,0
2063,,Brunei,4.5353,114.7277,2020-02-24,0,0,0
2064,,Brunei,4.5353,114.7277,2020-02-25,0,0,0
2065,,Brunei,4.5353,114.7277,2020-02-26,0,0,0
2066,,Brunei,4.5353,114.7277,2020-02-27,0,0,0
2067,,Brunei,4.5353,114.7277,2020-02-28,0,0,0
2068,,Brunei,4.5353,114.7277,2020-02-29,0,0,0
2069,,Brunei,4.5353,114.7277,2020-03-01,0,0,0
2070,,Brunei,4.5353,114.7277,2020-03-02,0,0,0
2071,,Brunei,4.5353,114.7277,2020-03-03,0,0,0
2072,,Brunei,4.5353,114.7277,2020-03-04,0,0,0
2073,,Brunei,4.5353,114.7277,2020-03-05,0,0,0
2074,,Brunei,4.5353,114.7277,2020-03-06,0,0,0
2075,,Brunei,4.5353,114.7277,2020-03-07,0,0,0
2076,,Brunei,4.5353,114.7277,2020-03-08,0,0,0
2077,,Brunei,4.5353,114.7277,2020-03-09,1,0,0
2078,,Brunei,4.5353,114.7277,2020-03-10,1,0,0
2079,,Brunei,4.5353,114.7277,2020-03-11,11,0,0
2080,,Brunei,4.5353,114.7277,2020-03-12,11,0,0
2081,,Brunei,4.5353,114.7277,2020-03-13,37,0,0
2082,,Brunei,4.5353,114.7277,2020-03-14,40,0,0
2083,,Brunei,4.5353,114.7277,2020-03-15,50,0,0
2084,,Brunei,4.5353,114.7277,2020-03-16,54,0,0
2085,,Brunei,4.5353,114.7277,2020-03-17,56,0,0
2086,,Brunei,4.5353,114.7277,2020-03-18,68,0,0
2087,,Brunei,4.5353,114.7277,2020-03-19,75,0,0
2088,,Brunei,4.5353,114.7277,2020-03-20,78,0,1
2089,,Brunei,4.5353,114.7277,2020-03-21,83,0,2
2090,,Brunei,4.5353,114.7277,2020-03-22,88,0,2
2091,,Brunei,4.5353,114.7277,2020-03-23,91,0,2
2092,,Brunei,4.5353,114.7277,2020-03-24,104,0,2
2093,,Brunei,4.5353,114.7277,2020-03-25,109,0,2
2094,,Brunei,4.5353,114.7277,2020-03-26,114,0,5
2095,,Brunei,4.5353,114.7277,2020-03-27,115,0,11
2096,,Brunei,4.5353,114.7277,2020-03-28,120,1,25
2097,,Brunei,4.5353,114.7277,2020-03-29,126,1,34
2098,,Brunei,4.5353,114.7277,2020-03-30,127,1,38
2099,,Brunei,4.5353,114.7277,2020-03-31,129,1,45
2100,,Bulgaria,42.7339,25.4858,2020-01-22,0,0,0
2101,,Bulgaria,42.7339,25.4858,2020-01-23,0,0,0
2102,,Bulgaria,42.7339,25.4858,2020-01-24,0,0,0
2103,,Bulgaria,42.7339,25.4858,2020-01-25,0,0,0
2104,,Bulgaria,42.7339,25.4858,2020-01-26,0,0,0
2105,,Bulgaria,42.7339,25.4858,2020-01-27,0,0,0
2106,,Bulgaria,42.7339,25.4858,2020-01-28,0,0,0
2107,,Bulgaria,42.7339,25.4858,2020-01-29,0,0,0
2108,,Bulgaria,42.7339,25.4858,2020-01-30,0,0,0
2109,,Bulgaria,42.7339,25.4858,2020-01-31,0,0,0
2110,,Bulgaria,42.7339,25.4858,2020-02-01,0,0,0
2111,,Bulgaria,42.7339,25.4858,2020-02-02,0,0,0
2112,,Bulgaria,42.7339,25.4858,2020-02-03,0,0,0
2113,,Bulgaria,42.7339,25.4858,2020-02-04,0,0,0
2114,,Bulgaria,42.7339,25.4858,2020-02-05,0,0,0
2115,,Bulgaria,42.7339,25.4858,2020-02-06,0,0,0
2116,,Bulgaria,42.7339,25.4858,2020-02-07,0,0,0
2117,,Bulgaria,42.7339,25.4858,2020-02-08,0,0,0
2118,,Bulgaria,42.7339,25.4858,2020-02-09,0,0,0
2119,,Bulgaria,42.7339,25.4858,2020-02-10,0,0,0
2120,,Bulgaria,42.7339,25.4858,2020-02-11,0,0,0
2121,,Bulgaria,42.7339,25.4858,2020-02-12,0,0,0
2122,,Bulgaria,42.7339,25.4858,2020-02-13,0,0,0
2123,,Bulgaria,42.7339,25.4858,2020-02-14,0,0,0
2124,,Bulgaria,42.7339,25.4858,2020-02-15,0,0,0
2125,,Bulgaria,42.7339,25.4858,2020-02-16,0,0,0
2126,,Bulgaria,42.7339,25.4858,2020-02-17,0,0,0
2127,,Bulgaria,42.7339,25.4858,2020-02-18,0,0,0
2128,,Bulgaria,42.7339,25.4858,2020-02-19,0,0,0
2129,,Bulgaria,42.7339,25.4858,2020-02-20,0,0,0
2130,,Bulgaria,42.7339,25.4858,2020-02-21,0,0,0
2131,,Bulgaria,42.7339,25.4858,2020-02-22,0,0,0
2132,,Bulgaria,42.7339,25.4858,2020-02-23,0,0,0
2133,,Bulgaria,42.7339,25.4858,2020-02-24,0,0,0
2134,,Bulgaria,42.7339,25.4858,2020-02-25,0,0,0
2135,,Bulgaria,42.7339,25.4858,2020-02-26,0,0,0
2136,,Bulgaria,42.7339,25.4858,2020-02-27,0,0,0
2137,,Bulgaria,42.7339,25.4858,2020-02-28,0,0,0
2138,,Bulgaria,42.7339,25.4858,2020-02-29,0,0,0
2139,,Bulgaria,42.7339,25.4858,2020-03-01,0,0,0
2140,,Bulgaria,42.7339,25.4858,2020-03-02,0,0,0
2141,,Bulgaria,42.7339,25.4858,2020-03-03,0,0,0
2142,,Bulgaria,42.7339,25.4858,2020-03-04,0,0,0
2143,,Bulgaria,42.7339,25.4858,2020-03-05,0,0,0
2144,,Bulgaria,42.7339,25.4858,2020-03-06,0,0,0
2145,,Bulgaria,42.7339,25.4858,2020-03-07,0,0,0
2146,,Bulgaria,42.7339,25.4858,2020-03-08,4,0,0
2147,,Bulgaria,42.7339,25.4858,2020-03-09,4,0,0
2148,,Bulgaria,42.7339,25.4858,2020-03-10,4,0,0
2149,,Bulgaria,42.7339,25.4858,2020-03-11,7,1,0
2150,,Bulgaria,42.7339,25.4858,2020-03-12,7,1,0
2151,,Bulgaria,42.7339,25.4858,2020-03-13,23,1,0
2152,,Bulgaria,42.7339,25.4858,2020-03-14,41,2,0
2153,,Bulgaria,42.7339,25.4858,2020-03-15,51,2,0
2154,,Bulgaria,42.7339,25.4858,2020-03-16,52,2,0
2155,,Bulgaria,42.7339,25.4858,2020-03-17,67,2,0
2156,,Bulgaria,42.7339,25.4858,2020-03-18,92,2,0
2157,,Bulgaria,42.7339,25.4858,2020-03-19,94,3,0
2158,,Bulgaria,42.7339,25.4858,2020-03-20,127,3,0
2159,,Bulgaria,42.7339,25.4858,2020-03-21,163,3,3
2160,,Bulgaria,42.7339,25.4858,2020-03-22,187,3,3
2161,,Bulgaria,42.7339,25.4858,2020-03-23,201,3,3
2162,,Bulgaria,42.7339,25.4858,2020-03-24,218,3,3
2163,,Bulgaria,42.7339,25.4858,2020-03-25,242,3,4
2164,,Bulgaria,42.7339,25.4858,2020-03-26,264,3,8
2165,,Bulgaria,42.7339,25.4858,2020-03-27,293,3,9
2166,,Bulgaria,42.7339,25.4858,2020-03-28,331,7,11
2167,,Bulgaria,42.7339,25.4858,2020-03-29,346,8,14
2168,,Bulgaria,42.7339,25.4858,2020-03-30,359,8,17
2169,,Bulgaria,42.7339,25.4858,2020-03-31,399,8,17
2170,,Burkina Faso,12.2383,-1.5616,2020-01-22,0,0,0
2171,,Burkina Faso,12.2383,-1.5616,2020-01-23,0,0,0
2172,,Burkina Faso,12.2383,-1.5616,2020-01-24,0,0,0
2173,,Burkina Faso,12.2383,-1.5616,2020-01-25,0,0,0
2174,,Burkina Faso,12.2383,-1.5616,2020-01-26,0,0,0
2175,,Burkina Faso,12.2383,-1.5616,2020-01-27,0,0,0
2176,,Burkina Faso,12.2383,-1.5616,2020-01-28,0,0,0
2177,,Burkina Faso,12.2383,-1.5616,2020-01-29,0,0,0
2178,,Burkina Faso,12.2383,-1.5616,2020-01-30,0,0,0
2179,,Burkina Faso,12.2383,-1.5616,2020-01-31,0,0,0
2180,,Burkina Faso,12.2383,-1.5616,2020-02-01,0,0,0
2181,,Burkina Faso,12.2383,-1.5616,2020-02-02,0,0,0
2182,,Burkina Faso,12.2383,-1.5616,2020-02-03,0,0,0
2183,,Burkina Faso,12.2383,-1.5616,2020-02-04,0,0,0
2184,,Burkina Faso,12.2383,-1.5616,2020-02-05,0,0,0
2185,,Burkina Faso,12.2383,-1.5616,2020-02-06,0,0,0
2186,,Burkina Faso,12.2383,-1.5616,2020-02-07,0,0,0
2187,,Burkina Faso,12.2383,-1.5616,2020-02-08,0,0,0
2188,,Burkina Faso,12.2383,-1.5616,2020-02-09,0,0,0
2189,,Burkina Faso,12.2383,-1.5616,2020-02-10,0,0,0
2190,,Burkina Faso,12.2383,-1.5616,2020-02-11,0,0,0
2191,,Burkina Faso,12.2383,-1.5616,2020-02-12,0,0,0
2192,,Burkina Faso,12.2383,-1.5616,2020-02-13,0,0,0
2193,,Burkina Faso,12.2383,-1.5616,2020-02-14,0,0,0
2194,,Burkina Faso,12.2383,-1.5616,2020-02-15,0,0,0
2195,,Burkina Faso,12.2383,-1.5616,2020-02-16,0,0,0
2196,,Burkina Faso,12.2383,-1.5616,2020-02-17,0,0,0
2197,,Burkina Faso,12.2383,-1.5616,2020-02-18,0,0,0
2198,,Burkina Faso,12.2383,-1.5616,2020-02-19,0,0,0
2199,,Burkina Faso,12.2383,-1.5616,2020-02-20,0,0,0
2200,,Burkina Faso,12.2383,-1.5616,2020-02-21,0,0,0
2201,,Burkina Faso,12.2383,-1.5616,2020-02-22,0,0,0
2202,,Burkina Faso,12.2383,-1.5616,2020-02-23,0,0,0
2203,,Burkina Faso,12.2383,-1.5616,2020-02-24,0,0,0
2204,,Burkina Faso,12.2383,-1.5616,2020-02-25,0,0,0
2205,,Burkina Faso,12.2383,-1.5616,2020-02-26,0,0,0
2206,,Burkina Faso,12.2383,-1.5616,2020-02-27,0,0,0
2207,,Burkina Faso,12.2383,-1.5616,2020-02-28,0,0,0
2208,,Burkina Faso,12.2383,-1.5616,2020-02-29,0,0,0
2209,,Burkina Faso,12.2383,-1.5616,2020-03-01,0,0,0
2210,,Burkina Faso,12.2383,-1.5616,2020-03-02,0,0,0
2211,,Burkina Faso,12.2383,-1.5616,2020-03-03,0,0,0
2212,,Burkina Faso,12.2383,-1.5616,2020-03-04,0,0,0
2213,,Burkina Faso,12.2383,-1.5616,2020-03-05,0,0,0
2214,,Burkina Faso,12.2383,-1.5616,2020-03-06,0,0,0
2215,,Burkina Faso,12.2383,-1.5616,2020-03-07,0,0,0
2216,,Burkina Faso,12.2383,-1.5616,2020-03-08,0,0,0
2217,,Burkina Faso,12.2383,-1.5616,2020-03-09,0,0,0
2218,,Burkina Faso,12.2383,-1.5616,2020-03-10,1,0,0
2219,,Burkina Faso,12.2383,-1.5616,2020-03-11,2,0,0
2220,,Burkina Faso,12.2383,-1.5616,2020-03-12,2,0,0
2221,,Burkina Faso,12.2383,-1.5616,2020-03-13,2,0,0
2222,,Burkina Faso,12.2383,-1.5616,2020-03-14,2,0,0
2223,,Burkina Faso,12.2383,-1.5616,2020-03-15,3,0,0
2224,,Burkina Faso,12.2383,-1.5616,2020-03-16,15,0,0
2225,,Burkina Faso,12.2383,-1.5616,2020-03-17,15,0,0
2226,,Burkina Faso,12.2383,-1.5616,2020-03-18,20,1,0
2227,,Burkina Faso,12.2383,-1.5616,2020-03-19,33,1,0
2228,,Burkina Faso,12.2383,-1.5616,2020-03-20,40,1,0
2229,,Burkina Faso,12.2383,-1.5616,2020-03-21,64,2,5
2230,,Burkina Faso,12.2383,-1.5616,2020-03-22,75,4,5
2231,,Burkina Faso,12.2383,-1.5616,2020-03-23,99,4,5
2232,,Burkina Faso,12.2383,-1.5616,2020-03-24,114,4,7
2233,,Burkina Faso,12.2383,-1.5616,2020-03-25,146,4,10
2234,,Burkina Faso,12.2383,-1.5616,2020-03-26,152,7,10
2235,,Burkina Faso,12.2383,-1.5616,2020-03-27,180,9,12
2236,,Burkina Faso,12.2383,-1.5616,2020-03-28,207,11,21
2237,,Burkina Faso,12.2383,-1.5616,2020-03-29,222,12,23
2238,,Burkina Faso,12.2383,-1.5616,2020-03-30,246,12,31
2239,,Burkina Faso,12.2383,-1.5616,2020-03-31,261,14,32
2240,,Cabo Verde,16.5388,-23.0418,2020-01-22,0,0,0
2241,,Cabo Verde,16.5388,-23.0418,2020-01-23,0,0,0
2242,,Cabo Verde,16.5388,-23.0418,2020-01-24,0,0,0
2243,,Cabo Verde,16.5388,-23.0418,2020-01-25,0,0,0
2244,,Cabo Verde,16.5388,-23.0418,2020-01-26,0,0,0
2245,,Cabo Verde,16.5388,-23.0418,2020-01-27,0,0,0
2246,,Cabo Verde,16.5388,-23.0418,2020-01-28,0,0,0
2247,,Cabo Verde,16.5388,-23.0418,2020-01-29,0,0,0
2248,,Cabo Verde,16.5388,-23.0418,2020-01-30,0,0,0
2249,,Cabo Verde,16.5388,-23.0418,2020-01-31,0,0,0
2250,,Cabo Verde,16.5388,-23.0418,2020-02-01,0,0,0
2251,,Cabo Verde,16.5388,-23.0418,2020-02-02,0,0,0
2252,,Cabo Verde,16.5388,-23.0418,2020-02-03,0,0,0
2253,,Cabo Verde,16.5388,-23.0418,2020-02-04,0,0,0
2254,,Cabo Verde,16.5388,-23.0418,2020-02-05,0,0,0
2255,,Cabo Verde,16.5388,-23.0418,2020-02-06,0,0,0
2256,,Cabo Verde,16.5388,-23.0418,2020-02-07,0,0,0
2257,,Cabo Verde,16.5388,-23.0418,2020-02-08,0,0,0
2258,,Cabo Verde,16.5388,-23.0418,2020-02-09,0,0,0
2259,,Cabo Verde,16.5388,-23.0418,2020-02-10,0,0,0
2260,,Cabo Verde,16.5388,-23.0418,2020-02-11,0,0,0
2261,,Cabo Verde,16.5388,-23.0418,2020-02-12,0,0,0
2262,,Cabo Verde,16.5388,-23.0418,2020-02-13,0,0,0
2263,,Cabo Verde,16.5388,-23.0418,2020-02-14,0,0,0
2264,,Cabo Verde,16.5388,-23.0418,2020-02-15,0,0,0
2265,,Cabo Verde,16.5388,-23.0418,2020-02-16,0,0,0
2266,,Cabo Verde,16.5388,-23.0418,2020-02-17,0,0,0
2267,,Cabo Verde,16.5388,-23.0418,2020-02-18,0,0,0
2268,,Cabo Verde,16.5388,-23.0418,2020-02-19,0,0,0
2269,,Cabo Verde,16.5388,-23.0418,2020-02-20,0,0,0
2270,,Cabo Verde,16.5388,-23.0418,2020-02-21,0,0,0
2271,,Cabo Verde,16.5388,-23.0418,2020-02-22,0,0,0
2272,,Cabo Verde,16.5388,-23.0418,2020-02-23,0,0,0
2273,,Cabo Verde,16.5388,-23.0418,2020-02-24,0,0,0
2274,,Cabo Verde,16.5388,-23.0418,2020-02-25,0,0,0
2275,,Cabo Verde,16.5388,-23.0418,2020-02-26,0,0,0
2276,,Cabo Verde,16.5388,-23.0418,2020-02-27,0,0,0
2277,,Cabo Verde,16.5388,-23.0418,2020-02-28,0,0,0
2278,,Cabo Verde,16.5388,-23.0418,2020-02-29,0,0,0
2279,,Cabo Verde,16.5388,-23.0418,2020-03-01,0,0,0
2280,,Cabo Verde,16.5388,-23.0418,2020-03-02,0,0,0
2281,,Cabo Verde,16.5388,-23.0418,2020-03-03,0,0,0
2282,,Cabo Verde,16.5388,-23.0418,2020-03-04,0,0,0
2283,,Cabo Verde,16.5388,-23.0418,2020-03-05,0,0,0
2284,,Cabo Verde,16.5388,-23.0418,2020-03-06,0,0,0
2285,,Cabo Verde,16.5388,-23.0418,2020-03-07,0,0,0
2286,,Cabo Verde,16.5388,-23.0418,2020-03-08,0,0,0
2287,,Cabo Verde,16.5388,-23.0418,2020-03-09,0,0,0
2288,,Cabo Verde,16.5388,-23.0418,2020-03-10,0,0,0
2289,,Cabo Verde,16.5388,-23.0418,2020-03-11,0,0,0
2290,,Cabo Verde,16.5388,-23.0418,2020-03-12,0,0,0
